,ambitious_sample_001,ambitious_sample_001,ambitious_sample_001,ambitious_sample_001,ambitious_sample_001,ambitious_sample_002,ambitious_sample_002,ambitious_sample_002,ambitious_sample_002,ambitious_sample_002,ambitious_sample_003,ambitious_sample_003,ambitious_sample_003,ambitious_sample_003,ambitious_sample_003,ambitious_sample_004,ambitious_sample_004,ambitious_sample_004,ambitious_sample_004,ambitious_sample_004,ambitious_sample_005,ambitious_sample_005,ambitious_sample_005,ambitious_sample_005,ambitious_sample_005,ambitious_sample_006,ambitious_sample_006,ambitious_sample_006,ambitious_sample_006,ambitious_sample_006,ambitious_sample_007,ambitious_sample_007,ambitious_sample_007,ambitious_sample_007,ambitious_sample_007,ambitious_sample_008,ambitious_sample_008,ambitious_sample_008,ambitious_sample_008,ambitious_sample_008,ambitious_sample_009,ambitious_sample_009,ambitious_sample_009,ambitious_sample_009,ambitious_sample_009,ambitious_sample_010,ambitious_sample_010,ambitious_sample_010,ambitious_sample_010,ambitious_sample_010,ambitious_sample_011,ambitious_sample_011,ambitious_sample_011,ambitious_sample_011,ambitious_sample_011,ambitious_sample_012,ambitious_sample_012,ambitious_sample_012,ambitious_sample_012,ambitious_sample_012,ambitious_sample_013,ambitious_sample_013,ambitious_sample_013,ambitious_sample_013,ambitious_sample_013,ambitious_sample_014,ambitious_sample_014,ambitious_sample_014,ambitious_sample_014,ambitious_sample_014,ambitious_sample_015,ambitious_sample_015,ambitious_sample_015,ambitious_sample_015,ambitious_sample_015,ambitious_sample_016,ambitious_sample_016,ambitious_sample_016,ambitious_sample_016,ambitious_sample_016,ambitious_sample_017,ambitious_sample_017,ambitious_sample_017,ambitious_sample_017,ambitious_sample_017,ambitious_sample_018,ambitious_sample_018,ambitious_sample_018,ambitious_sample_018,ambitious_sample_018,ambitious_sample_019,ambitious_sample_019,ambitious_sample_019,ambitious_sample_019,ambitious_sample_019,ambitious_sample_020,ambitious_sample_020,ambitious_sample_020,ambitious_sample_020,ambitious_sample_020,conservative_sample_001,conservative_sample_001,conservative_sample_001,conservative_sample_001,conservative_sample_001,conservative_sample_002,conservative_sample_002,conservative_sample_002,conservative_sample_002,conservative_sample_002,conservative_sample_003,conservative_sample_003,conservative_sample_003,conservative_sample_003,conservative_sample_003,conservative_sample_004,conservative_sample_004,conservative_sample_004,conservative_sample_004,conservative_sample_004,conservative_sample_005,conservative_sample_005,conservative_sample_005,conservative_sample_005,conservative_sample_005,conservative_sample_006,conservative_sample_006,conservative_sample_006,conservative_sample_006,conservative_sample_006,conservative_sample_007,conservative_sample_007,conservative_sample_007,conservative_sample_007,conservative_sample_007,conservative_sample_008,conservative_sample_008,conservative_sample_008,conservative_sample_008,conservative_sample_008,conservative_sample_009,conservative_sample_009,conservative_sample_009,conservative_sample_009,conservative_sample_009,conservative_sample_010,conservative_sample_010,conservative_sample_010,conservative_sample_010,conservative_sample_010,conservative_sample_011,conservative_sample_011,conservative_sample_011,conservative_sample_011,conservative_sample_011,conservative_sample_012,conservative_sample_012,conservative_sample_012,conservative_sample_012,conservative_sample_012,conservative_sample_013,conservative_sample_013,conservative_sample_013,conservative_sample_013,conservative_sample_013,conservative_sample_014,conservative_sample_014,conservative_sample_014,conservative_sample_014,conservative_sample_014,conservative_sample_015,conservative_sample_015,conservative_sample_015,conservative_sample_015,conservative_sample_015,conservative_sample_016,conservative_sample_016,conservative_sample_016,conservative_sample_016,conservative_sample_016,conservative_sample_017,conservative_sample_017,conservative_sample_017,conservative_sample_017,conservative_sample_017,conservative_sample_018,conservative_sample_018,conservative_sample_018,conservative_sample_018,conservative_sample_018,conservative_sample_019,conservative_sample_019,conservative_sample_019,conservative_sample_019,conservative_sample_019,conservative_sample_020,conservative_sample_020,conservative_sample_020,conservative_sample_020,conservative_sample_020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy,TotalEquivalentWTW,Expenses,ConsumedEnergy,ConsumedEnergy,ConsumedEnergy
,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA,,,FUEL_OIL,METHANOL,AMMONIA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,102.2037,51.1376,193.4148,0.0000,0.0000,94.8271,48.8727,175.8175,0.0000,0.0000,103.5289,52.7141,211.7388,0.0000,0.0000,92.9862,48.9966,190.2568,0.0000,0.0000,98.2637,55.8012,222.0270,0.0000,0.0000,102.9151,52.5586,192.7441,0.0000,0.0000,112.2333,50.7247,177.5821,0.0000,0.0000,93.7458,48.0402,205.9905,0.0000,0.0000,98.5600,55.9223,195.6786,0.0000,0.0000,107.0723,53.9882,209.2773,0.0000,0.0000,103.2055,53.7186,191.0874,0.0000,0.0000,104.5007,48.5905,195.4669,0.0000,0.0000,86.4603,54.4492,197.0503,0.0000,0.0000,89.9211,46.7521,223.5454,0.0000,0.0000,114.1378,53.2803,173.9342,0.0000,0.0000,100.2398,52.7289,199.6082,0.0000,0.0000,102.0177,46.1759,204.3347,0.0000,0.0000,104.4574,46.9820,193.2409,0.0000,0.0000,107.2973,49.1448,189.3275,0.0000,0.0000,93.0054,49.1528,217.3874,0.0000,0.0000,109.1790,49.6803,209.7694,0.0000,0.0000,100.8852,47.6627,204.1652,0.0000,0.0000,106.9840,51.7734,199.3062,0.0000,0.0000,98.8879,48.6034,216.6658,0.0000,0.0000,93.7898,47.8947,199.6598,0.0000,0.0000,103.0414,49.3386,210.4370,0.0000,0.0000,97.6236,50.4508,210.8865,0.0000,0.0000,93.7217,52.4871,221.2292,0.0000,0.0000,98.1018,50.5592,205.2916,0.0000,0.0000,103.6925,52.4031,190.2821,0.0000,0.0000,96.2336,51.0210,203.3156,0.0000,0.0000,115.1212,49.2127,200.9859,0.0000,0.0000,90.4154,45.2541,202.3825,0.0000,0.0000,96.4525,52.4871,203.2980,0.0000,0.0000,106.8491,51.3141,199.2286,0.0000,0.0000,90.3296,44.6054,206.8414,0.0000,0.0000,101.2389,46.7861,201.5925,0.0000,0.0000,105.7906,50.8566,206.5495,0.0000,0.0000,101.7024,50.3441,189.9273,0.0000,0.0000,94.2338,48.9794,188.6125,0.0000,0.0000
2026,98.7668,52.0367,186.3838,5.4589,3.1194,91.8233,49.5724,169.4262,4.9623,2.8356,99.7529,53.8852,204.0417,5.9761,3.4149,89.8071,49.7042,183.3406,5.3698,3.0685,94.8465,56.6140,213.9558,6.2665,3.5809,99.0361,53.4335,185.7374,5.4400,3.1086,108.1305,51.5611,171.1266,5.0121,2.8640,90.5674,48.8152,198.5023,5.8139,3.3222,95.1747,56.7610,188.5653,5.5228,3.1559,103.2133,55.0333,201.6697,5.9066,3.3752,99.6438,54.6553,184.1410,5.3933,3.0819,100.9292,49.3767,188.3613,5.5169,3.1525,83.2138,55.3197,189.8872,5.5615,3.1780,86.8978,47.5484,215.4191,6.3093,3.6053,110.1883,54.1750,167.6113,4.9091,2.8052,96.6852,53.6400,192.3521,5.6337,3.2193,98.1842,46.8417,196.9067,5.7671,3.2955,100.7516,47.7657,186.2162,5.4540,3.1166,103.9359,50.0306,182.4450,5.3436,3.0535,89.8494,49.8876,209.4850,6.1355,3.5060,106.9147,49.9247,206.3306,3.2563,1.8607,98.9972,48.0965,200.8182,3.1693,1.8110,104.5861,52.4011,196.0388,3.0939,1.7679,96.8572,49.0752,213.1139,3.3633,1.9219,91.7186,48.3206,196.3867,3.0994,1.7711,100.8171,49.7318,206.9872,3.2667,1.8667,95.2759,50.9459,207.4293,3.2736,1.8706,91.3552,52.8003,217.6024,3.4342,1.9624,96.0010,50.8618,201.9261,3.1868,1.8210,101.4665,52.9001,187.1627,2.9538,1.6879,94.2434,51.4598,199.9825,3.1561,1.8035,112.6448,49.6120,197.6910,3.1199,1.7828,88.2807,45.7689,199.0647,3.1416,1.7952,94.5436,52.8371,199.9652,3.1558,1.8033,104.3570,51.6758,195.9625,3.0927,1.7672,88.1106,45.0351,203.4505,3.2108,1.8348,99.0159,47.2751,198.2876,3.1294,1.7882,103.6852,51.2900,203.1634,3.2063,1.8322,99.4978,50.8812,186.8137,2.9483,1.6847,92.3667,49.4615,185.5205,2.9279,1.6731
2027,95.3726,53.5025,179.2166,11.0045,6.2883,88.2884,50.8193,162.9111,10.0033,5.7162,95.7852,55.2130,196.1955,12.0471,6.8841,86.5061,50.8114,176.2904,10.8249,6.1856,91.1455,57.9370,205.7284,12.6324,7.2185,95.6755,54.6165,178.5951,10.9664,6.2665,103.9568,52.7906,164.5462,10.1037,5.7735,87.3332,50.0099,190.8691,11.7200,6.6972,92.0052,58.1630,181.3142,11.1333,6.3619,98.9820,56.3121,193.9147,11.9070,6.8040,96.4733,55.7308,177.0600,10.8721,6.2126,96.8775,50.5431,181.1181,11.1213,6.3550,80.0932,56.6860,182.5853,11.2114,6.4065,83.6412,48.7913,207.1354,12.7188,7.2679,106.4853,55.3931,161.1660,9.8962,5.6549,93.4302,54.9330,184.9554,11.3569,6.4897,94.3370,47.8975,189.3349,11.6258,6.6433,97.2772,48.7804,179.0555,10.9946,6.2826,100.4665,51.2693,175.4293,10.7720,6.1554,86.3564,51.1183,201.4295,12.3685,7.0677,104.6327,50.4994,202.8105,6.5643,3.7510,96.2262,48.5949,197.3921,6.3889,3.6508,102.0695,53.2198,192.6943,6.2368,3.5639,94.8238,49.8120,209.4780,6.7801,3.8743,89.3008,48.9341,193.0362,6.2479,3.5702,98.6185,50.4612,203.4559,6.5852,3.7629,92.7556,51.7139,203.8905,6.5992,3.7710,89.3716,53.5253,213.8900,6.9229,3.9559,93.8233,51.5389,198.4812,6.4241,3.6709,99.5419,53.7119,183.9696,5.9545,3.4025,92.0458,51.9924,196.5707,6.3623,3.6356,110.3405,50.3630,194.3183,6.2894,3.5939,86.0498,46.2073,195.6686,6.3331,3.6189,92.5339,53.3366,196.5537,6.3618,3.6353,101.7348,52.3066,192.6193,6.2344,3.5625,86.3154,45.5295,199.9795,6.4726,3.6987,96.7291,47.7722,194.9048,6.3084,3.6048,101.1319,51.9517,199.6973,6.4635,3.6934,97.4477,51.6091,183.6265,5.9434,3.3962,90.2069,50.1228,182.3554,5.9022,3.3727
2028,91.3278,54.9246,171.9132,16.6368,9.5067,85.1662,52.1725,156.2722,15.1231,8.6418,92.1591,56.6174,188.2003,18.2129,10.4074,83.2312,52.2742,169.1063,16.3651,9.3515,87.7089,59.5603,197.3447,19.0979,10.9131,92.1060,56.0886,171.3171,16.5791,9.4738,100.0186,54.2835,157.8407,15.2749,8.7285,83.7189,51.4920,183.0909,17.7185,10.1248,88.4613,59.7200,173.9254,16.8315,9.6180,94.8621,58.0037,186.0124,18.0012,10.2864,92.8252,57.1537,169.8446,16.4366,9.3923,93.3262,51.9207,173.7373,16.8133,9.6076,77.0313,58.2215,175.1446,16.9495,9.6854,80.2336,50.3147,198.6943,19.2285,10.9877,102.4812,56.8071,154.5983,14.9611,8.5492,89.3006,56.4761,177.4182,17.1695,9.8111,90.5075,49.2589,181.6192,17.5761,10.0435,93.7860,50.1001,171.7587,16.6218,9.4982,96.6767,52.7087,168.2803,16.2852,9.3058,83.1767,52.6619,193.2209,18.6988,10.6850,101.9869,51.2493,199.2091,9.9239,5.6708,93.6878,49.3065,193.8870,9.6588,5.5193,99.1168,53.9271,189.2726,9.4289,5.3880,92.7777,50.4167,205.7583,10.2502,5.8573,87.2861,49.7367,189.6085,9.4457,5.3975,96.6859,51.2580,199.8431,9.9555,5.6889,90.6566,52.4264,200.2700,9.9768,5.7010,87.3543,54.2765,210.0920,10.4661,5.9806,91.9761,52.3052,194.9567,9.7121,5.5498,97.0220,54.2940,180.7028,9.0020,5.1440,89.8818,52.6877,193.0802,9.6186,5.4964,107.7687,50.9969,190.8678,9.5084,5.4334,83.8202,46.9127,192.1941,9.5745,5.4711,90.3565,54.1618,193.0635,9.6178,5.4959,99.1418,53.2157,189.1989,9.4253,5.3859,84.4900,46.3179,196.4285,9.7854,5.5917,94.3222,48.6786,191.4438,9.5371,5.4498,98.8685,52.8417,196.1513,9.7716,5.5838,95.2346,52.3993,180.3659,8.9852,5.1344,88.1578,50.9376,179.1173,8.9230,5.0989
2029,87.4290,56.4926,164.4737,22.3557,12.7747,81.4475,53.7238,149.5096,20.3217,11.6124,88.3976,58.0684,180.0559,24.4736,13.9849,79.8181,53.7828,161.7883,21.9906,12.5661,84.3033,61.4923,188.8046,25.6628,14.6644,88.5853,57.8853,163.9034,22.2781,12.7304,95.7993,55.9937,151.0101,20.5257,11.7289,79.9028,53.1448,175.1677,23.8092,13.6053,84.6623,61.4603,166.3988,22.6173,12.9242,91.3855,59.7283,177.9627,24.1891,13.8223,89.1277,58.8275,162.4946,22.0866,12.6209,89.4211,53.3553,166.2188,22.5928,12.9102,73.6040,60.0437,167.5653,22.7759,13.0148,77.0343,51.8538,190.0959,25.8383,14.7647,98.5199,58.5268,147.9081,20.1040,11.4880,85.8615,58.1895,169.7405,23.0715,13.1837,86.9889,50.7776,173.7597,23.6178,13.4959,90.1476,51.5150,164.3259,22.3356,12.7632,92.9909,54.3082,160.9980,21.8832,12.5047,79.6193,54.5055,184.8593,25.1265,14.3580,99.7457,52.0398,195.5266,13.3353,7.6202,91.2012,50.1659,190.3028,12.9790,7.4166,96.4507,54.9894,185.7738,12.6701,7.2401,90.9438,51.1944,201.9547,13.7737,7.8707,85.4377,50.4339,186.1034,12.6926,7.2529,94.6976,52.1769,196.1488,13.3777,7.6444,88.4855,53.2100,196.5678,13.4063,7.6607,85.1581,55.3184,206.2082,14.0638,8.0365,89.7688,53.2120,191.3528,13.0506,7.4575,94.7300,55.3568,177.3624,12.0965,6.9123,87.4183,53.5171,189.5109,12.9250,7.3857,105.1030,51.8311,187.3394,12.7769,7.3011,81.7947,47.7218,188.6412,12.8657,7.3518,87.7636,54.9598,189.4945,12.9239,7.3851,96.3770,54.1637,185.7014,12.6652,7.2373,82.1131,46.9698,192.7973,13.1492,7.5138,92.0270,49.5511,187.9048,12.8155,7.3231,96.7464,53.7169,192.5253,13.1306,7.5032,93.1768,53.1882,177.0317,12.0739,6.8994,86.0657,51.8371,175.8062,11.9903,6.8516
2030,83.8520,58.1578,156.8981,28.1612,16.0921,78.0320,55.4437,142.6232,25.5990,14.6280,84.8076,59.8902,171.7626,30.8292,17.6167,76.6527,55.4521,154.3363,27.7014,15.8294,81.4128,63.2910,180.1083,32.3271,18.4726,84.5641,59.7412,156.3540,28.0635,16.0363,91.7028,57.6246,144.0546,25.8560,14.7748,76.6187,54.7774,167.0995,29.9922,17.1384,81.4357,63.3865,158.7345,28.4908,16.2805,87.8035,61.6002,169.7658,30.4708,17.4119,85.3297,60.5573,155.0101,27.8223,15.8985,85.8016,55.0808,158.5628,28.4600,16.2628,70.1969,61.6812,159.8472,28.6905,16.3946,74.1105,53.4211,181.3401,32.5482,18.5990,94.2670,60.3824,141.0954,25.3248,14.4713,82.6846,59.7980,161.9222,29.0630,16.6074,83.6855,52.2935,165.7563,29.7511,17.0006,86.6610,53.2138,156.7570,28.1359,16.0776,89.3983,56.0508,153.5824,27.5661,15.7520,76.2953,56.1324,176.3447,31.6516,18.0866,97.0417,53.1047,191.7628,16.7983,9.5990,88.9000,51.1146,186.6396,16.3495,9.3426,93.6872,55.9004,182.1977,15.9604,9.1203,89.0903,51.9888,198.0672,17.3506,9.9146,83.4374,51.3604,182.5210,15.9888,9.1364,91.7883,53.0968,192.3731,16.8518,9.6296,86.2342,54.1933,192.7840,16.8878,9.6502,83.0954,56.2692,202.2388,17.7160,10.1234,87.2140,54.1520,187.6694,16.4398,9.3941,92.7052,56.3691,173.9482,15.2378,8.7073,85.3949,54.5925,185.8630,16.2815,9.3037,102.0561,52.6693,183.7332,16.0949,9.1971,79.5280,48.5349,185.0100,16.2068,9.2610,85.8180,55.9028,185.8469,16.2801,9.3029,94.1877,55.1083,182.1268,15.9542,9.1167,80.0321,47.7740,189.0861,16.5639,9.4651,89.8416,50.4202,184.2878,16.1435,9.2249,94.5652,54.7175,188.8193,16.5405,9.4517,91.1384,54.1332,173.6239,15.2094,8.6911,84.1524,52.8129,172.4220,15.1041,8.6309
